scrapping_date,review_author,review_title,one_reviews_text,review_date,review_rating,review_helpful,review_feedback,revie_count
2022-06-13 22:59:42.373018,Surf1n,good but some crashes and glitches,"generally fun but very buggy and a number of times the game glitches and I can't progress so I have to replay the mission.  more problematic is that I think I might be on the last mission, dissolution but the first thing I need to do is meet up with Frank.  I'm standing next to his mech but there is an invisible wall that won't allow either of us to move forward in the game. [Revised rating to 4 stars] - After restarting twice I was finally able to get pass this issue and was able to finish the game.  Also found that (for at least this last mission) you can skip the briefing and go directly to the launch door.

one of the practice drill on the dredge says to stomp on a mech.  after a few tries I finally land on it but it won't proceed.

if the developers provides updates and fix these issues I would rate higher.  if fixed, would give it 5 stars since there is a good single player campaign and online matches.",Mar 8 at 5:16 PM,4, 1,"Hi there Surf1n, looks like you've enjoyed the game almost to the end, I think that's worth celebrating. The issue you describe near the end with Frank is a bug we noticed only after shipping the initial release on Quest2. We have a fix for this ready, but must wait until March 10th to release our first patch. So after that goes out, you will be able to complete the campaign (though you actually have one more short mission after ;-)).  It is indeed quite challenging to successfully perform a ""drill kill,"" and it's a high level skill maneuver. Many other grinders have special maneuvers that are more approachable, I encourage you to give those a try! Thanks again for giving this game a thorough runthrough, we hope you'll stick around and that things improve for you as we release patches to address the issues players have come across.",175
2022-06-13 22:59:42.389992,Proxylol,I'm confused,"I don't understand why you would bother to have such a good mech game but then ruin it out with these horrible out of mech experiences.
   If you're not sure what to do outside of the mech maybe don't do anything. It's darn right awful and makes me not want to play the game and I doubt I'm the only one.",Mar 11 at 5:53 PM,2, 1,"Hi Proxylol, looks like the campaign isn't your cup of tea. I encourage you to check out the game's multiplayer, which will allow you to get right in the action. It can be played offline against bots, with friends in co-op, or just straight-up multiplayer with upto 16 players. We understand that not everyone is going to align with our brand of story in the campaign, though we're happy most folks seem to enjoy it.",175
2022-06-13 22:59:42.406943,MikeTDreT13,Not impressed,"I know not to have expectations that are too high for vr, but this game is not very special. A few glitches here and there, the “flight boost” feature is frustrating, and at times the graphics are really lacking. The side quests ( talking to the crew ) are pretty dull, as are the one dimensional characters. Only reason I gave 2 stars was because it does give you an idea of how a future mech game will feel. The control layouts show an idea of what the future holds, and that’s fun. The game itself is pretty lame.",Mar 7 at 10:47 AM,2, 1, ,175
2022-06-13 22:59:42.423470,InsertCleverNameHere,Cant even get into anything,"It just constantly crashes I can’t even go into the campaign or do anything at all

Edit: I haven’t used the casting feature in-game so that shouldn’t be it. Hope the patch fixes most of these issues, though. The game looks really fun and I can’t wait to get back in once the patch rolls out

Edit 2: Game works and I love it!",Mar 12 at 11:18 AM,5, 0, ,175
2022-06-13 22:59:49.561358,JohnHercules,It's worth it for sure.,"Other more eloquent users have written more comprehensive reviews, but my favorite part is there is a multi-player mode where you and your friends, or just yourself, can play against AI until you're comfortable enough for pvp combat.",Mar 15 at 12:59 AM,5, 0, ,175
2022-06-13 22:59:49.578389,Satan73AI,Mega,The best robot game for the Oculus so far. Ok the graphics are questionable but who cares because once you're sat in that pilot seat the not so good graphics won't matter one bit brilliant storyline brilliant game we need more like this but with better graphics.,Mar 9 at 7:37 AM,5, 0, ,175
2022-06-13 22:59:49.595305,Anorak,Scratches that Mechwarrior itch,"Love it. The game give ya that since of driving a clunky mech. The only qualm I have with it is the campaign, running a around the ship feels like a dating Sim. Overall love the combat, weapon feel great. The online community from what I have experienced is pretty nice.",2 days ago,5, 0, ,175
2022-06-13 22:59:49.612253,vrprogamer23,Best game ever,"this is game is super cool everything you ever wanted is in this game I have only one thing could u add like a better tutorial so the player can actually learn the buttons it took me a while to understand how to sit or open the exit door
but it's an 11 out of 10 game",Mar 4 at 8:26 PM,5, 1,"thanks for the feedback, vrprogamer23. Both those issues you pointed out (interacting to sit/stand, and interacting with the door) were places where we neglected to provide visual aids. On the next update to the game, there will be prompts at least for the door interactions, as that was something critical to the game progressing.",175
2022-06-13 22:59:49.630189,MadSkillsTF,Yummy,Yummy,Mar 4 at 3:05 AM,5, 12, ,175
2022-06-13 22:59:56.750787,JohnHercules,It's worth it for sure.,"Other more eloquent users have written more comprehensive reviews, but my favorite part is there is a multi-player mode where you and your friends, or just yourself, can play against AI until you're comfortable enough for pvp combat.",Mar 15 at 12:59 AM,5, 0, ,175
2022-06-13 22:59:56.766938,Satan73AI,Mega,The best robot game for the Oculus so far. Ok the graphics are questionable but who cares because once you're sat in that pilot seat the not so good graphics won't matter one bit brilliant storyline brilliant game we need more like this but with better graphics.,Mar 9 at 7:37 AM,5, 0, ,175
2022-06-13 22:59:56.784029,Anorak,Scratches that Mechwarrior itch,"Love it. The game give ya that since of driving a clunky mech. The only qualm I have with it is the campaign, running a around the ship feels like a dating Sim. Overall love the combat, weapon feel great. The online community from what I have experienced is pretty nice.",2 days ago,5, 0, ,175
2022-06-13 22:59:56.800300,vrprogamer23,Best game ever,"this is game is super cool everything you ever wanted is in this game I have only one thing could u add like a better tutorial so the player can actually learn the buttons it took me a while to understand how to sit or open the exit door
but it's an 11 out of 10 game",Mar 4 at 8:26 PM,5, 1,"thanks for the feedback, vrprogamer23. Both those issues you pointed out (interacting to sit/stand, and interacting with the door) were places where we neglected to provide visual aids. On the next update to the game, there will be prompts at least for the door interactions, as that was something critical to the game progressing.",175
2022-06-13 22:59:56.816643,MadSkillsTF,Yummy,Yummy,Mar 4 at 3:05 AM,5, 12, ,175
2022-06-13 23:00:03.895815,OculusSkin1969,VOX MACHINAE,I just wished that the Terrain Graphics were better ..how ever it s worth the money 💴 .. it gets a solid 3 ⭐️ ⭐️ ⭐️ Stars from me,Mar 7 at 1:01 PM,3, 3, ,175
2022-06-13 23:00:03.912613,Sharkyboiiii,Holy heck...,"Best game on oculus so far, in my opinion. I love that piloting has an actual learning curve, with actual physics. No limitless shooting. The machine moves like something this big would. Truly a fantastic game.",Mar 8 at 7:11 PM,5, 0, ,175
2022-06-13 23:00:03.930622,MrKleen62,Definitely a good buy,"Very impressed.. a lil glitchy, going through gradian wall,  or pause.",Apr 8 at 7:47 AM,5, 0, ,175
2022-06-13 23:00:03.947852,Frequent_Flyer,Mech warrior,Very cool game. But it does give me a headache after an hour or so.(otherwise it’d be a solid 5) It is One of the first quest purchases that feel like it’s worth the money! Very impressed with the dynamics in the multiplayer.,Mar 6 at 6:42 AM,4, 1, ,175
2022-06-13 23:00:03.964180,LoudNClearmusic,Bought it on the first day.,"If you like Armored Core from back in the day, this is the vibe I get. It is dope, but takes some getting used to. Once you do, you may find yourself playing for hours before you know it.",Mar 9 at 3:17 AM,5, 0, ,175
2022-06-13 23:00:11.060434,marcan0,crashed out the gate Never got to play,"EDIT_ reinstalled works fine, pretty fun game",Mar 5 at 4:08 AM,4, 6,"Do you have casting turned on while trying to play our game? If so, others have reported that causing extra crashes and turning it off can help. Regardless of whether or not this fixes your issue, we know sucks when things don't work as they should. Sometimes rare issues like this can slip between the cracks for release, and that's why we work hard to fix them. I want you to know that  we're working to fix super rare issues like yours right now, and we'll be releasing an update to the game in a week that should hopefully make it work like it should. We invite you to try the game again in a week (without casting), and thank you for your patience.",175
2022-06-13 23:00:11.077295,Briareos0,Not impressive at all.,"After trying to jump up on a rock 5 times unsuccessfully in the basic tutorial and given the flat textures and slow moving mechanics I gave up, definitely not the game for me. There are too many games well beyond this attempt in VR.",Mar 5 at 5:26 AM,2, 1,"thanks for giving it a shot. Our jumpjet mechanics definitely take some time getting used to. Oftentimes we find it's just a matter of getting a little more vertical lift (by lifting the stick up rather than just forwards or backwards) that helps players get to everywhere they need in the game with speed. Another thing to consider is picking one of the lighter grinders from the loadout customization menu, such as the hopper. Because of their lighter mass, they get much more lift can can help newer players get the hang of the physics in the game quicker.",175
2022-06-13 23:00:11.094322,JM_WHISKY,Best vr game.. im hooked.,This is the best vr game.  Do yourself a favor and downlaod now!  We need more players to fill lobbies and the community is friendly.,Mar 17 at 10:10 AM,5, 1, ,175
2022-06-13 23:00:11.111310,lips123,Mech Assault in VR!,"If you ever played mech Assault on the xbox, this is your dream come true! Multiplayer is amazing!",Mar 22 at 1:09 AM,5, 0, ,175
2022-06-13 23:00:11.128271,Minglingcrabs,,"The game is cool and lots of fun but the bit between missions is awfully gave it 2 stars down, just because looking stuff around the spaceship is a load of crap.",Mar 10 at 9:35 PM,3, 1, ,175
2022-06-13 23:00:18.244929,AdrianH94,Much needed experience!!,"Titanfall meets Mass Effect in VR!! Loving everything about this game!!! 

Give us DLC with more grinders and stories!!",Mar 16 at 6:35 AM,5, 0, ,175
2022-06-13 23:00:18.262394,elvis.faust,Great game except for the dialog,"Terrible, slow, boring, unskippable dialog in campaign mode. Otherwise a slam dunk home run.",Mar 20 at 9:27 AM,4, 0,"Hi elvis.faust, happy to hear you're enjoying most parts of our game. Just to let you know, you can skip any individual line of dialog using the B button, which should make our intermissions sections go by quite a bit quicker. In a future update, we will also add a ""skip intermission"" menu option for those players simply seeking to play only the gameplay sections of the campaign. The new feature will also contain a brief summary of the story elements the player will miss by skipping, so it should at least keep things making at least some sense as you progress through. Thanks for supporting and writing about our game!",175
2022-06-13 23:00:18.279609,Shapeware,A must buy,Really great game with super fun multiplayer. I totally recommend it!,Mar 22 at 10:16 AM,5, 0, ,175
2022-06-13 23:00:18.296558,billy.rockstar56,,"Love this game so cool grafix game play, it has everything  multi-player!.Awesome.",Mar 14 at 9:43 AM,5, 0, ,175
2022-06-13 23:00:18.314088,SirChasm,Mech Warrior of old but.. nauseating,If you can tolerate the gliding motion of being in a mech you’ll love it. I cannot and after 15 minutes I crawled away.,Mar 7 at 11:24 AM,4, 0, ,175
2022-06-13 23:00:25.451067,AdrianH94,Much needed experience!!,"Titanfall meets Mass Effect in VR!! Loving everything about this game!!! 

Give us DLC with more grinders and stories!!",Mar 16 at 6:35 AM,5, 0, ,175
2022-06-13 23:00:25.467305,elvis.faust,Great game except for the dialog,"Terrible, slow, boring, unskippable dialog in campaign mode. Otherwise a slam dunk home run.",Mar 20 at 9:27 AM,4, 0,"Hi elvis.faust, happy to hear you're enjoying most parts of our game. Just to let you know, you can skip any individual line of dialog using the B button, which should make our intermissions sections go by quite a bit quicker. In a future update, we will also add a ""skip intermission"" menu option for those players simply seeking to play only the gameplay sections of the campaign. The new feature will also contain a brief summary of the story elements the player will miss by skipping, so it should at least keep things making at least some sense as you progress through. Thanks for supporting and writing about our game!",175
2022-06-13 23:00:25.483896,Shapeware,A must buy,Really great game with super fun multiplayer. I totally recommend it!,Mar 22 at 10:16 AM,5, 0, ,175
2022-06-13 23:00:25.500412,billy.rockstar56,,"Love this game so cool grafix game play, it has everything  multi-player!.Awesome.",Mar 14 at 9:43 AM,5, 0, ,175
2022-06-13 23:00:25.517155,SirChasm,Mech Warrior of old but.. nauseating,If you can tolerate the gliding motion of being in a mech you’ll love it. I cannot and after 15 minutes I crawled away.,Mar 7 at 11:24 AM,4, 0, ,175
2022-06-13 23:00:32.658023,AdrianH94,Much needed experience!!,"Titanfall meets Mass Effect in VR!! Loving everything about this game!!! 

Give us DLC with more grinders and stories!!",Mar 16 at 6:35 AM,5, 0, ,175
2022-06-13 23:00:32.681391,elvis.faust,Great game except for the dialog,"Terrible, slow, boring, unskippable dialog in campaign mode. Otherwise a slam dunk home run.",Mar 20 at 9:27 AM,4, 0,"Hi elvis.faust, happy to hear you're enjoying most parts of our game. Just to let you know, you can skip any individual line of dialog using the B button, which should make our intermissions sections go by quite a bit quicker. In a future update, we will also add a ""skip intermission"" menu option for those players simply seeking to play only the gameplay sections of the campaign. The new feature will also contain a brief summary of the story elements the player will miss by skipping, so it should at least keep things making at least some sense as you progress through. Thanks for supporting and writing about our game!",175
2022-06-13 23:00:32.697666,Shapeware,A must buy,Really great game with super fun multiplayer. I totally recommend it!,Mar 22 at 10:16 AM,5, 0, ,175
2022-06-13 23:00:32.713325,billy.rockstar56,,"Love this game so cool grafix game play, it has everything  multi-player!.Awesome.",Mar 14 at 9:43 AM,5, 0, ,175
2022-06-13 23:00:32.730671,SirChasm,Mech Warrior of old but.. nauseating,If you can tolerate the gliding motion of being in a mech you’ll love it. I cannot and after 15 minutes I crawled away.,Mar 7 at 11:24 AM,4, 0, ,175
2022-06-13 23:00:39.834523,AdrianH94,Much needed experience!!,"Titanfall meets Mass Effect in VR!! Loving everything about this game!!! 

Give us DLC with more grinders and stories!!",Mar 16 at 6:35 AM,5, 0, ,175
2022-06-13 23:00:39.851074,elvis.faust,Great game except for the dialog,"Terrible, slow, boring, unskippable dialog in campaign mode. Otherwise a slam dunk home run.",Mar 20 at 9:27 AM,4, 0,"Hi elvis.faust, happy to hear you're enjoying most parts of our game. Just to let you know, you can skip any individual line of dialog using the B button, which should make our intermissions sections go by quite a bit quicker. In a future update, we will also add a ""skip intermission"" menu option for those players simply seeking to play only the gameplay sections of the campaign. The new feature will also contain a brief summary of the story elements the player will miss by skipping, so it should at least keep things making at least some sense as you progress through. Thanks for supporting and writing about our game!",175
2022-06-13 23:00:39.868204,Shapeware,A must buy,Really great game with super fun multiplayer. I totally recommend it!,Mar 22 at 10:16 AM,5, 0, ,175
2022-06-13 23:00:39.884018,billy.rockstar56,,"Love this game so cool grafix game play, it has everything  multi-player!.Awesome.",Mar 14 at 9:43 AM,5, 0, ,175
2022-06-13 23:00:39.900608,SirChasm,Mech Warrior of old but.. nauseating,If you can tolerate the gliding motion of being in a mech you’ll love it. I cannot and after 15 minutes I crawled away.,Mar 7 at 11:24 AM,4, 0, ,175
2022-06-13 23:00:47.019390,shaggy_001,FEEL THE EARTH SHAKE,The best mech game out on the Quest the game play is smooth and amazing and the controls and other options while in the cockpit are a joy to behold...,9 days ago,5, 0, ,175
2022-06-13 23:00:47.037228,Spazmodius,Spazmodius,Great game…been waiting for something like this,Mar 22 at 4:37 AM,5, 0, ,175
2022-06-13 23:00:47.055799,FalconerKrueger,Not downloadable,It won't download at all,Mar 29 at 8:07 AM,2, 1,"Hi FalconerKrueger, we understand Meta has been having troubles as of late with their app downloads system. I encourage you to take this issue up with them, as this has nothing to do with our game itself. Once you get it going, I look forward to hearing your thoughts and a star rating representing your experience with our game. I echo your frustration with Meta's software system, as I've read several ""reviews"" of the game that's really just an issue outside of our control. Out of curiosity, how full is your quest2's storage? I would imagine if it's close to being filled up, the game may just not download at all.",175
2022-06-13 23:00:47.073194,TySample,Could be better,The in the ship stuff is just bad the in the Mech stuff is good,Mar 14 at 10:22 AM,3, 0, ,175
2022-06-13 23:00:47.090761,Finkitch,The app won't install,Please help I paid for it but it won't install it's stick on install failed,Mar 10 at 2:47 AM,1, 1,"Hi there Finkitch, much like any app on the meta store, this can happen and isn't anything to do with our game. I recommend reaching out to meta, as they should be fixing this kind of stuff! However, as someone who's had this issue trying to install another game too, I can let you know what i did to fix it there. I went to settings>storage, and on the right side where there is a list of all the games on the device, I pressed the trashcan to remove the game that couldn't install. Then, I went back to the apps menu and tried to download again. That worked for me then, and I'm sure if you look online you'll find other suggestions if this didn't work. Keep at it, and I'm sure you'll get it going. Please consider revising your rating, with either your impressions, or removing this review since you were unable to play to share your impressions.",175
2022-06-13 23:00:54.223512,ZenonStark,Really good Mech title,"Just got this game yesterday wanted to wait a little longer before I write a review but honestly it’s just that good I haven’t run into any weird glitches The combat is very solid game feels very fluid for a Mech 
The details are really realistic a definite must have if you’re a fan of Mech combat.  Even the character creator was quite interesting having it live and in motion with your face￼",Apr 27 at 5:57 AM,5, 0, ,175
2022-06-13 23:00:54.246457,DevinHudson,Yes!!!,Mechs in VR that's all that needs to be said,Mar 6 at 11:18 AM,5, 1, ,175
2022-06-13 23:00:54.263408,Lucas_the_owl,Totally worth it,"Is vey gud, very fun. 10/10",Mar 9 at 4:44 AM,5, 0, ,175
2022-06-13 23:00:54.281957,amydademon,Yes,Yes,Apr 2 at 9:57 AM,5, 1, ,175
2022-06-13 23:00:54.302231,ErrorCode78,Best multiplayer player game in VR,I stand by my title.,Mar 8 at 11:48 PM,5, 1, ,175
2022-06-13 23:01:01.436314,ZenonStark,Really good Mech title,"Just got this game yesterday wanted to wait a little longer before I write a review but honestly it’s just that good I haven’t run into any weird glitches The combat is very solid game feels very fluid for a Mech 
The details are really realistic a definite must have if you’re a fan of Mech combat.  Even the character creator was quite interesting having it live and in motion with your face￼",Apr 27 at 5:57 AM,5, 0, ,175
2022-06-13 23:01:01.463184,DevinHudson,Yes!!!,Mechs in VR that's all that needs to be said,Mar 6 at 11:18 AM,5, 1, ,175
2022-06-13 23:01:01.480516,Lucas_the_owl,Totally worth it,"Is vey gud, very fun. 10/10",Mar 9 at 4:44 AM,5, 0, ,175
2022-06-13 23:01:01.496398,amydademon,Yes,Yes,Apr 2 at 9:57 AM,5, 1, ,175
2022-06-13 23:01:01.514317,ErrorCode78,Best multiplayer player game in VR,I stand by my title.,Mar 8 at 11:48 PM,5, 1, ,175
2022-06-13 23:01:08.586539,ZenonStark,Really good Mech title,"Just got this game yesterday wanted to wait a little longer before I write a review but honestly it’s just that good I haven’t run into any weird glitches The combat is very solid game feels very fluid for a Mech 
The details are really realistic a definite must have if you’re a fan of Mech combat.  Even the character creator was quite interesting having it live and in motion with your face￼",Apr 27 at 5:57 AM,5, 0, ,175
2022-06-13 23:01:08.603189,DevinHudson,Yes!!!,Mechs in VR that's all that needs to be said,Mar 6 at 11:18 AM,5, 1, ,175
2022-06-13 23:01:08.620033,Lucas_the_owl,Totally worth it,"Is vey gud, very fun. 10/10",Mar 9 at 4:44 AM,5, 0, ,175
2022-06-13 23:01:08.637187,amydademon,Yes,Yes,Apr 2 at 9:57 AM,5, 1, ,175
2022-06-13 23:01:08.655097,ErrorCode78,Best multiplayer player game in VR,I stand by my title.,Mar 8 at 11:48 PM,5, 1, ,175
2022-06-13 23:01:15.792719,ZenonStark,Really good Mech title,"Just got this game yesterday wanted to wait a little longer before I write a review but honestly it’s just that good I haven’t run into any weird glitches The combat is very solid game feels very fluid for a Mech 
The details are really realistic a definite must have if you’re a fan of Mech combat.  Even the character creator was quite interesting having it live and in motion with your face￼",Apr 27 at 5:57 AM,5, 0, ,175
2022-06-13 23:01:15.819362,DevinHudson,Yes!!!,Mechs in VR that's all that needs to be said,Mar 6 at 11:18 AM,5, 1, ,175
2022-06-13 23:01:15.835890,Lucas_the_owl,Totally worth it,"Is vey gud, very fun. 10/10",Mar 9 at 4:44 AM,5, 0, ,175
2022-06-13 23:01:15.853510,amydademon,Yes,Yes,Apr 2 at 9:57 AM,5, 1, ,175
2022-06-13 23:01:15.870555,ErrorCode78,Best multiplayer player game in VR,I stand by my title.,Mar 8 at 11:48 PM,5, 1, ,175
2022-06-13 23:01:22.975337,Ludus_tx,If you liked robo jocks and mechwarriors,LUDUS.TX,Mar 8 at 8:18 AM,5, 0, ,175
2022-06-13 23:01:22.992248,Rtacklee,I don't always right reviews but...,"When I do it's for something incredible. Truth be told I have only played the tutorial and first mission, but that alone is enough for me to write this review. As a seasoned mechwarrior pilot having played every mechwarrior game released  I am amazed and anxious for this adventure. I want to thank the developer's for putting the time and effort into this project as I know from personal experience IT. WAS. NOT. EASY. and is very time consuming and trying work. For the average user the controls may be intimidating at first but for me I love it, it seems very challenging but rewarding at the same time. I will definitely be watching you with your next project, great job guy's it's a masterpiece.",Apr 16 at 12:29 AM,5, 0, ,175
2022-06-13 23:01:23.010412,roundtable8,The multiplayer is amazing,"The campaign was basically added to avoid the people not getting it for lack there of or something like that and as a tutorial. It does both of thoughs i guess but for a tutorial can it not throw you in a mech and then say fi grab a wrench the next mission.

If i was to rate the campaign at least if what i have seen its a 2/10, although thats a bit unfair i have only done two missions

Yes i know 2/10 is 1/5 it just looks more harsh",Apr 8 at 11:09 PM,5, 0, ,175
2022-06-13 23:01:23.027714,WafflesZVR,Great game but a little challenging,Basically Titianfall with no pilots and it’s in vr,18 days ago,5, 0, ,175
2022-06-13 23:01:23.045595,Ayrum_k,Just awesome,"The gameplay type is really unique even among VR projects, super intuitive and fun!
And, *ahem*, PILOTING GIANT MECH IS AWESOME!",May 8 at 8:10 PM,5, 0, ,175
2022-06-13 23:01:30.165095,DR_2Tone,I lost track of time,"I played a couple levels of the campaign and then I switched over to multiplayer just to check it out.  2 hours later, I realized I meant to stop playing an hour earlier.  I really got lost in this and felt like I was actually inside a giant mech.    Looking forward to playing again!",Mar 4 at 3:12 PM,5, 4, ,175
2022-06-13 23:01:30.182451,DrDirtyfingers,Controls are wack( until you change ),"Super disappointed with the character walking controls ,I have never been more motion sick in my life. The game starts out with you inside the mech which felt good, really good. Then the game takes you out of the mech and get out the barf bags. One more try and I’m prolly gonna ask for a refund. After one more look at the settings found the controls I was looking for. Great game. A little buggy but well worth the purchase.",Apr 1 at 9:31 AM,4, 0,"By default the controls on the ship intermissions should be using teleport locomotion, which is considered the most comfortable default in VR games. I'm curious, was this not the case for you?",175
2022-06-13 23:01:30.200012,ZeroEnt,Quite an Incredinle Game,"This game is awesome and a genuine must have. If you ever wanted to pilot a mech, this is it. The experience is immersive and the gameplay is fun. The controls are well designed and you feel like you’re in a cockpit and chunky piece of metal with lasers and machine guns strapped to it, and that’s certainly not a complaint. Immediately you can tell there’s a lot to learn as you slowly get used to controlling the different types of “Grinders” and get the hang of flying around a massive death robot and the physics that go along with it. I could go on all day about how good the physics are and how fun it his to fly around, but you should see for yourself. The campaign is also genuinely well done with good writing and fun missions. 10/10",Mar 23 at 3:59 AM,5, 0, ,175
2022-06-13 23:01:30.217268,KnoXnambi,One of the best games on quest 2,"This game genuinely stunning and fun, I didnt expect this game to be as complex as it is. There are so many things in the game that you can try, there are like 6 different mech with different strengths and weaknesses and all the classes all have a massive branch of weaponry they can use. Th multiplayer is extremely fun and most of the people are really friendly, the game modes are fun, and the combat is amazing. Only issue I really have with the game is while in combat the movement can get really confusing and you might end up falling or going somewhere you dont want to go. But other than that genuinely my vr game of the year",Mar 21 at 4:44 PM,5, 0, ,175
2022-06-13 23:01:30.235213,JCsMagicLines,Immersive VR game!,"It's a high quality game that is very immersive. You can tell the developers poured their heart onto it. Unfortunately it's one of the few games that makes me sick. Is there no snap turn option? Smooth turn and the rough terrain has given me hours long nausea. I play fast paced multiplayer games like contractor and Pavlov and never get sick even with all the jumping, running, etc.",Mar 4 at 5:41 AM,5, 2, ,175
2022-06-13 23:01:37.360777,WalkingHazard,Seems a solid port from steamvr version,"The game seems to be a good port from the SteamVr version.  I did have quite a few crashes on startup, especially when trying to run the campaign mode.  I found the new campaign mode to be pretty boring so kind of disappointed in that.  Movement in campaign as a human is really slow with smooth locomotion and there's no way to adjust it.  But looking forward to playing co-op with family on standalone quest version.",Mar 4 at 7:29 AM,4, 2, ,175
2022-06-13 23:01:37.378026,FunkJunkyD,"Elements of genius, lacking as a package","Mostly play on PCVR, immersive game with polished visuals and gameplay.  Campaign pacing is a problem, couldn't continue after the first visit to ""town"", having to walk around and talk to characters.  At this point I realized the philosophy behind the campaign is just not what I'm looking for. AI assistant is frustrating and invasive.  The radial UI is a cool concept but its terrible for things like multiplayer servers.  Mech walking speed should be faster across the board, even if it's meant to feel like you're in a hulking tank.  Part of the problem is scale; the environments have very little frame of reference to understand how huge you are, so it feels exceptionally slow unless you're using the jets. Multiplayer needs matchmaking, and shouldn't rely on host to start.  Wish the dev team would have honed in on multi once they knew Quest was getting a port since population problems could be alleviated.  Price point is reasonable considering the campaign, but I think it would have been more successful as a multiplayer only at a cheaper price, say 10-15 bucks.  I think a lot of the issues I've mentioned is why multiplayer population still isn't particularly healthy.",Mar 18 at 8:16 AM,3, 0, ,175
2022-06-13 23:01:37.396515,AdmTrevor,Great mech game,"While this is a bit different and simpler then mech warrior it really let's you live the dream of being a mech pilot irl. I played the pc version before and it's a incredible port on quest 2.

Story is very comical abd super cheezy, almost too much so but I only played a bit if it so far, its worth it fir multi player alone.",Mar 15 at 7:20 AM,5, 0, ,175
2022-06-13 23:01:37.415043,TheRaPitoR,Awesome Game!,"Its great! The mechs really feel like Heavy War Machines, the Combat is
more on the slow side which I prefer. The Graphics are very impressive for 
a Quest game. The only thing I want is more interaction in the Cockpit of the mech
maybe More buttons to press for fire Group selection or Active abilities. or prehab’s a way
to repair broken parts? Anyway, if you like MechWarrior you will love this!",Mar 14 at 1:55 AM,5, 0, ,175
2022-06-13 23:01:37.433170,BeowulfTyr,I like it all.,"I notice some people didn't like the NPC interactions while on the ship, but I enjoy them. The crew has some interesting personalities. I enjoyed walking around the ship, checking out what the chef cooked up and helping the robot. Blue cracked me up several times. Of course fighting the mechs is good fun and requires some experimentation. I like the immersive quality of the game very much.",Mar 12 at 6:13 AM,5, 0, ,175
2022-06-13 23:01:44.558066,ViperVTOL,"Like being in Titanfall, But in VR","Don’t get me wrong when I say this, I absolutely love this game. It’s amazing, Beautiful, But if you have a computer and fixate on graphics, Please buy the rift version. The campaign is kind of undercooked, Rigs for the characters when you see them up close do not look alive, They feel like puppets, But atleast we have something to do if the multiplayer is down.

Oh yeah! The multiplayer! The most beautiful thing I have ever played. Fast paced, Great community unless you find a not so nice guy or girl, But other than that, It’s really fun! Buy it and thank me later, It is worth it.",Mar 11 at 6:43 AM,5, 0, ,175
2022-06-13 23:01:44.589535,jaoboo,Well worth the money.,"I mainly buy games for multiplayer, so I have yet to touch any of the single player mode yet. But that fact alone really should speak to how great this game’s multiplayer is. It’s a total blast and I’ve gotten plenty of playtime from it just in the past couple of days.

The modes are fun and dynamic, and piloting controls are really well done for touch controllers. You really get a sense of the heft of the mechs through the haptic vibrations as you stomp around. Team chat is really awesome and being able to see avatars of other players on a screen as they talk really adds a lot to the immersion.

With all that being said, I’m finding that at the moment there are only a couple full servers which is a shame. The multiplayer is truly great, but the lack of players is concerning and makes me uncertain of its longevity.

Also, crashing is a huge issue right now. I’ve crashed multiple times during play sessions.. mostly at the very start of matches, but sometimes at random. It’s really annoying, and after a couple of crashes I’ll just give up on playing anymore for the day. Devs, please iron this out!

Overall though, this game is a gem and for Quest it’s already one of my favorite titles. If you’re on the fence, pick it up. Seriously, you won’t regret it.",Mar 12 at 7:18 AM,4, 0, ,175
2022-06-13 23:01:44.607432,Prince.Hakeem,Just - Meh,"1. It says Co-Op but my friend and I could not play together at all.

2. I would have loved a Multi-Player Story Mode

3. The robots move too slow.

BUT

1. I did feel like i was in the Robot. 

2. Easy to feel immersed into the world

3. Graphics were pretty good.

All in all, it was meh🤷‍♂️",Mar 12 at 1:16 PM,3, 0, ,175
2022-06-13 23:01:44.625297,jones_paul,Absolutely blew me away!,"Been into quest since its release....probably own every game!
This is my first review... I just felt compelled to let the people know!!
Most immersive and fun vr game to date!
Awesome I just love it!
Gonna complete the campaign...then from what I hear the multiplayer is even better so I'll be looking forward to that!!
Awesome development for the quest...bravo devs",Mar 5 at 10:32 PM,5, 1, ,175
2022-06-13 23:01:44.643139,RivetStinger,Closest thing to Armored Core!,Just got this game today for free! Referred a friend to get an Oculus and it’s the best 30.00 store credit I’ve ever spent. On mission 3 so far. I agree being on foot can be a little boring but I don’t mind it. Gives me time to relax and enjoy the action when it does go down. I’ll jump on multiplayer after I’m done with the campaign and will definitely recommend this to everyone that I know who owns an Oculus. Great job team.,Mar 5 at 2:13 PM,5, 1, ,175
2022-06-13 23:01:51.787633,Spirit_of_69,Loved it.,"I love the controls of the mech! For a moment I completely forgot about reality! 
It's a bit annoying to move around the ship in story mode.
I probably would prefer this part to be just a text RPG instead of a whole 3d environment. But... The ship looks awesome! So why not?

With different classes of mechs, plenty of weapons, I am sure I am going to spend hours in multiplayer.",Mar 4 at 9:55 PM,5, 1, ,175
